"File Path","Function Name","Number of Distinct Features","Number of Opts","Number of Choices","Inputs","Analyzable"
"busybox-1.18.5/editors/awk.c","split_f0","0","0","0","void","false"
"busybox-1.18.5/editors/awk.c","handle_special","0","0","0","var *","false"
"busybox-1.18.5/editors/awk.c","nextarg","0","0","0","node **","false"
"busybox-1.18.5/editors/awk.c","hashwalk_init","0","0","0","var *, xhash *","false"
"busybox-1.18.5/editors/awk.c","hashwalk_next","0","0","0","var *","false"
"busybox-1.18.5/editors/awk.c","ptest","0","0","0","node *","false"
"busybox-1.18.5/editors/awk.c","awk_getline","0","0","0","rstream *, var *","false"
"busybox-1.18.5/editors/awk.c","fmt_num","0","0","0","char *, int , const char *, double , int ","false"
"busybox-1.18.5/editors/awk.c","awk_printf","0","0","0","node *","false"
"busybox-1.18.5/editors/awk.c","awk_sub","0","0","0","node *, const char *, int , var *, var *, int ","false"
"busybox-1.18.5/editors/awk.c","do_mktime","0","0","0","const char *","false"
"busybox-1.18.5/editors/awk.c","exec_builtin","1","0","1","node *, var *","true"
"busybox-1.18.5/editors/awk.c","evaluate","2","2","6","node *, var *","true"
"busybox-1.18.5/editors/awk.c","awk_exit","0","0","0","int ","false"
"busybox-1.18.5/editors/awk.c","is_assignment","0","0","0","const char *","false"
"busybox-1.18.5/editors/awk.c","next_input_file","0","0","0","void","false"
"busybox-1.18.5/editors/awk.c","awk_main","1","0","2","int , char **","true"
"busybox-1.18.5/editors/cmp.c","cmp_main","2","6","2","int , char **","true"
"busybox-1.18.5/editors/diff.c","seek_ft","0","0","0","FILE_and_pos_t *, off_t ","false"
"busybox-1.18.5/editors/diff.c","read_token","0","0","0","FILE_and_pos_t *, token_t ","false"
"busybox-1.18.5/editors/diff.c","search","0","0","0","const int *, int , int , const struct  cand   *","false"
"busybox-1.18.5/editors/diff.c","isqrt","0","0","0","unsigned ","false"
"busybox-1.18.5/editors/diff.c","stone","0","0","0","const int *, int , const int *, int *, int ","false"
"busybox-1.18.5/editors/diff.c","equiv","0","0","0","struct  line   *, int , struct  line   *, int , int *","false"
"busybox-1.18.5/editors/diff.c","unsort","0","0","0","const struct  line   *, int , int *","false"
"busybox-1.18.5/editors/diff.c","line_compar","0","0","0","const void *, const void *","false"
"busybox-1.18.5/editors/diff.c","fetch","0","0","0","FILE_and_pos_t *, const off_t *, int , int , int ","false"
"busybox-1.18.5/editors/diff.c","create_J","0","0","0","FILE_and_pos_t , int , off_t *","false"
"busybox-1.18.5/editors/diff.c","diff","0","0","0","FILE *, char *","false"
"busybox-1.18.5/editors/diff.c","diffreg","0","0","0","char *","false"
"busybox-1.18.5/editors/diff.c","print_status","0","0","0","int , char *","false"
"busybox-1.18.5/editors/diff.c","add_to_dirlist","0","0","0","const char *, struct  stat   *, void *, int ","false"
"busybox-1.18.5/editors/diff.c","skip_dir","0","0","0","const char *, struct  stat   *, void *, int ","false"
"busybox-1.18.5/editors/diff.c","diffdir","2","0","1","char *, const char *","true"
"busybox-1.18.5/editors/diff.c","diff_main","2","3","0","int , char **","true"
"busybox-1.18.5/editors/ed.c","bad_nums","0","0","0","int , int , const char *","false"
"busybox-1.18.5/editors/ed.c","skip_blank","0","0","0","const char *","false"
"busybox-1.18.5/editors/ed.c","ed_main","0","0","0","int , char **","false"
"busybox-1.18.5/editors/ed.c","doCommands","0","0","0","void","false"
"busybox-1.18.5/editors/ed.c","subCommand","0","0","0","const char *, int , int ","false"
"busybox-1.18.5/editors/ed.c","findString","0","0","0","const LINE *, const char *, int , int ","false"
"busybox-1.18.5/editors/ed.c","addLines","0","0","0","int ","false"
"busybox-1.18.5/editors/ed.c","getNum","0","0","0","const char **, smallint *, int *","false"
"busybox-1.18.5/editors/ed.c","readLines","0","0","0","const char *, int ","false"
"busybox-1.18.5/editors/ed.c","writeLines","0","0","0","const char *, int , int ","false"
"busybox-1.18.5/editors/ed.c","printLines","0","0","0","int , int , int ","false"
"busybox-1.18.5/editors/ed.c","insertLine","0","0","0","int , const char *, int ","false"
"busybox-1.18.5/editors/ed.c","deleteLines","0","0","0","int , int ","false"
"busybox-1.18.5/editors/ed.c","searchLines","0","0","0","const char *, int , int ","false"
"busybox-1.18.5/editors/ed.c","findLine","0","0","0","int ","false"
"busybox-1.18.5/editors/ed.c","setCurNum","0","0","0","int ","false"
"busybox-1.18.5/editors/patch.c","dlist_free","0","0","0","struct  double_list   *, void ","false"
"busybox-1.18.5/editors/patch.c","dlist_add","0","0","0","struct  double_list   **, char *","false"
"busybox-1.18.5/editors/patch.c","do_line","0","0","0","void *","false"
"busybox-1.18.5/editors/patch.c","finish_oldfile","0","0","0","void","false"
"busybox-1.18.5/editors/patch.c","fail_hunk","0","0","0","void","false"
"busybox-1.18.5/editors/patch.c","apply_one_hunk","0","0","0","void","false"
"busybox-1.18.5/editors/patch.c","patch_main","1","0","1","int , char **","true"
"busybox-1.18.5/editors/sed.c","sed_free_and_close_stuff","0","0","0","void","false"
"busybox-1.18.5/editors/sed.c","cleanup_outname","0","0","0","void","false"
"busybox-1.18.5/editors/sed.c","parse_escapes","0","0","0","char *, const char *, int , char , char ","false"
"busybox-1.18.5/editors/sed.c","copy_parsing_escapes","0","0","0","const char *, int ","false"
"busybox-1.18.5/editors/sed.c","index_of_next_unescaped_regexp_delim","0","0","0","int , const char *","false"
"busybox-1.18.5/editors/sed.c","parse_regex_delim","0","0","0","const char *, char **, char **","false"
"busybox-1.18.5/editors/sed.c","get_address","0","0","0","const char *, int *, regex_t **","false"
"busybox-1.18.5/editors/sed.c","parse_file_cmd","0","0","0","const char *, char **","false"
"busybox-1.18.5/editors/sed.c","parse_subst_cmd","0","0","0","sed_cmd_t *, const char *","false"
"busybox-1.18.5/editors/sed.c","parse_cmd_args","0","0","0","sed_cmd_t *, const char *","false"
"busybox-1.18.5/editors/sed.c","add_cmd","0","0","0","const char *","false"
"busybox-1.18.5/editors/sed.c","pipe_putc","0","0","0","char ","false"
"busybox-1.18.5/editors/sed.c","do_subst_w_backrefs","0","0","0","char *, char *","false"
"busybox-1.18.5/editors/sed.c","do_subst_command","0","0","0","sed_cmd_t *, char **","false"
"busybox-1.18.5/editors/sed.c","branch_to","0","0","0","char *","false"
"busybox-1.18.5/editors/sed.c","append","0","0","0","char *","false"
"busybox-1.18.5/editors/sed.c","flush_append","0","0","0","void","false"
"busybox-1.18.5/editors/sed.c","add_input_file","0","0","0","FILE *","false"
"busybox-1.18.5/editors/sed.c","get_next_line","0","0","0","char *","false"
"busybox-1.18.5/editors/sed.c","puts_maybe_newline","0","0","0","char *, FILE *, char *, char ","false"
"busybox-1.18.5/editors/sed.c","beg_match","0","0","0","sed_cmd_t *, const char *","false"
"busybox-1.18.5/editors/sed.c","process_files","0","0","0","void","false"
"busybox-1.18.5/editors/sed.c","add_cmd_block","0","0","0","char *","false"
"busybox-1.18.5/editors/sed.c","sed_main","1","0","1","int , char **","true"
"busybox-1.18.5/editors/vi.c","write1","0","0","0","const char *","false"
"busybox-1.18.5/editors/vi.c","vi_main","4","10","0","int , char **","true"
"busybox-1.18.5/editors/vi.c","init_text_buffer","2","3","0","char *","true"
"busybox-1.18.5/editors/vi.c","query_screen_dimensions","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","edit_file","6","21","0","char *","true"
"busybox-1.18.5/editors/vi.c","get_one_address","3","4","0","char *, int *","true"
"busybox-1.18.5/editors/vi.c","get_address","0","0","0","char *, int *, int *","false"
"busybox-1.18.5/editors/vi.c","setops","0","0","0","const char *, const char *, int , const char *, int ","false"
"busybox-1.18.5/editors/vi.c","colon","9","23","0","char *","true"
"busybox-1.18.5/editors/vi.c","Hit_Return","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","next_tabstop","0","0","0","int ","false"
"busybox-1.18.5/editors/vi.c","sync_cursor","0","0","0","char *, int *, int *","false"
"busybox-1.18.5/editors/vi.c","begin_line","0","0","0","char *","false"
"busybox-1.18.5/editors/vi.c","end_line","0","0","0","char *","false"
"busybox-1.18.5/editors/vi.c","dollar_line","0","0","0","char *","false"
"busybox-1.18.5/editors/vi.c","prev_line","0","0","0","char *","false"
"busybox-1.18.5/editors/vi.c","next_line","0","0","0","char *","false"
"busybox-1.18.5/editors/vi.c","end_screen","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","count_lines","0","0","0","char *, char *","false"
"busybox-1.18.5/editors/vi.c","find_line","0","0","0","int ","false"
"busybox-1.18.5/editors/vi.c","dot_left","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","dot_right","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","dot_begin","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","dot_end","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","move_to_col","0","0","0","char *, int ","false"
"busybox-1.18.5/editors/vi.c","dot_next","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","dot_prev","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","dot_scroll","0","0","0","int , int ","false"
"busybox-1.18.5/editors/vi.c","dot_skip_over_ws","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","dot_delete","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","bound_dot","0","0","0","char *","false"
"busybox-1.18.5/editors/vi.c","new_screen","0","0","0","int , int ","false"
"busybox-1.18.5/editors/vi.c","mycmp","2","0","1","const char *, const char *, int ","true"
"busybox-1.18.5/editors/vi.c","char_search","0","0","0","char *, const char *, int , int ","false"
"busybox-1.18.5/editors/vi.c","char_insert","2","4","0","char *, char ","true"
"busybox-1.18.5/editors/vi.c","stupid_insert","0","0","0","char *, char ","false"
"busybox-1.18.5/editors/vi.c","find_range","0","0","0","char **, char **, char ","false"
"busybox-1.18.5/editors/vi.c","st_test","0","0","0","char *, int , int , char *","false"
"busybox-1.18.5/editors/vi.c","skip_thing","0","0","0","char *, int , int , int ","false"
"busybox-1.18.5/editors/vi.c","find_pair","0","0","0","char *, const char ","false"
"busybox-1.18.5/editors/vi.c","showmatching","0","0","0","char *","false"
"busybox-1.18.5/editors/vi.c","text_hole_make","0","0","0","char *, int ","false"
"busybox-1.18.5/editors/vi.c","text_hole_delete","0","0","0","char *, char *","false"
"busybox-1.18.5/editors/vi.c","yank_delete","1","1","0","char *, char *, int , int ","true"
"busybox-1.18.5/editors/vi.c","show_help","8","11","0","void","true"
"busybox-1.18.5/editors/vi.c","start_new_cmd_q","0","0","0","char ","false"
"busybox-1.18.5/editors/vi.c","end_cmd_q","2","1","0","void","true"
"busybox-1.18.5/editors/vi.c","string_insert","1","1","0","char *, const char *","true"
"busybox-1.18.5/editors/vi.c","text_yank","0","0","0","char *, char *, int ","false"
"busybox-1.18.5/editors/vi.c","what_reg","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","check_context","0","0","0","char ","false"
"busybox-1.18.5/editors/vi.c","swap_context","0","0","0","char *","false"
"busybox-1.18.5/editors/vi.c","rawmode","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","cookmode","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","winch_sig","2","2","0","int ","true"
"busybox-1.18.5/editors/vi.c","cont_sig","0","0","0","int ","false"
"busybox-1.18.5/editors/vi.c","suspend_sig","0","0","0","int ","false"
"busybox-1.18.5/editors/vi.c","catch_sig","0","0","0","int ","false"
"busybox-1.18.5/editors/vi.c","mysleep","0","0","0","int ","false"
"busybox-1.18.5/editors/vi.c","readit","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","get_one_char","1","2","0","void","true"
"busybox-1.18.5/editors/vi.c","get_input_line","0","0","0","const char *","false"
"busybox-1.18.5/editors/vi.c","file_size","0","0","0","const char *","false"
"busybox-1.18.5/editors/vi.c","file_insert","0","0","0","const char *, char *","false"
"busybox-1.18.5/editors/vi.c","file_insert","0","0","0","const char *, char *, int ","false"
"busybox-1.18.5/editors/vi.c","file_write","0","0","0","char *, char *, char *","false"
"busybox-1.18.5/editors/vi.c","place_cursor","0","0","0","int , int ","false"
"busybox-1.18.5/editors/vi.c","place_cursor","0","0","0","int , int , int ","false"
"busybox-1.18.5/editors/vi.c","clear_to_eol","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","go_bottom_and_clear_to_eol","1","2","0","void","true"
"busybox-1.18.5/editors/vi.c","clear_to_eos","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","standout_start","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","standout_end","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","flash","0","0","0","int ","false"
"busybox-1.18.5/editors/vi.c","Indicate_Error","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","screen_erase","0","0","0","void","false"
"busybox-1.18.5/editors/vi.c","bufsum","0","0","0","char *, int ","false"
"busybox-1.18.5/editors/vi.c","show_status_line","1","2","0","void","true"
"busybox-1.18.5/editors/vi.c","status_line_bold","0","0","0","const char *, #VarArgs","false"
"busybox-1.18.5/editors/vi.c","status_line","0","0","0","const char *, #VarArgs","false"
"busybox-1.18.5/editors/vi.c","print_literal","2","4","0","char *, const char *","true"
"busybox-1.18.5/editors/vi.c","not_implemented","0","0","0","const char *","false"
"busybox-1.18.5/editors/vi.c","format_edit_status","1","3","0","void","true"
"busybox-1.18.5/editors/vi.c","redraw","1","2","0","int ","true"
"busybox-1.18.5/editors/vi.c","format_line","2","4","0","char *","true"
"busybox-1.18.5/editors/vi.c","refresh","3","8","1","int ","true"
"busybox-1.18.5/editors/vi.c","do_cmd","8","107","1","int ","true"
"busybox-1.18.5/findutils/find.c","count_subst","0","0","0","const char *","false"
"busybox-1.18.5/findutils/find.c","subst","0","0","0","const char *, unsigned , const char *","false"
"busybox-1.18.5/findutils/find.c","exec_actions","1","1","0","action ***, const char *, const struct  stat   *","true"
"busybox-1.18.5/findutils/find.c","func_name","0","0","0","const char *, const struct  stat   *, action_name *","false"
"busybox-1.18.5/findutils/find.c","func_path","0","0","0","const char *, const struct  stat   *, action_path *","false"
"busybox-1.18.5/findutils/find.c","func_regex","0","0","0","const char *, const struct  stat   *, action_regex *","false"
"busybox-1.18.5/findutils/find.c","func_type","0","0","0","const char *, const struct  stat   *, action_type *","false"
"busybox-1.18.5/findutils/find.c","func_perm","0","0","0","const char *, const struct  stat   *, action_perm *","false"
"busybox-1.18.5/findutils/find.c","func_mtime","0","0","0","const char *, const struct  stat   *, action_mtime *","false"
"busybox-1.18.5/findutils/find.c","func_mmin","0","0","0","const char *, const struct  stat   *, action_mmin *","false"
"busybox-1.18.5/findutils/find.c","func_newer","0","0","0","const char *, const struct  stat   *, action_newer *","false"
"busybox-1.18.5/findutils/find.c","func_inum","0","0","0","const char *, const struct  stat   *, action_inum *","false"
"busybox-1.18.5/findutils/find.c","func_exec","2","2","0","const char *, const struct  stat   *, action_exec *","true"
"busybox-1.18.5/findutils/find.c","func_user","0","0","0","const char *, const struct  stat   *, action_user *","false"
"busybox-1.18.5/findutils/find.c","func_group","0","0","0","const char *, const struct  stat   *, action_group *","false"
"busybox-1.18.5/findutils/find.c","func_print0","0","0","0","const char *, const struct  stat   *, action_print0 *","false"
"busybox-1.18.5/findutils/find.c","func_print","0","0","0","const char *, const struct  stat   *, action_print *","false"
"busybox-1.18.5/findutils/find.c","func_paren","0","0","0","const char *, const struct  stat   *, action_paren *","false"
"busybox-1.18.5/findutils/find.c","func_size","0","0","0","const char *, const struct  stat   *, action_size *","false"
"busybox-1.18.5/findutils/find.c","func_prune","0","0","0","const char *, const struct  stat   *, action_prune *","false"
"busybox-1.18.5/findutils/find.c","func_delete","0","0","0","const char *, const struct  stat   *, action_delete *","false"
"busybox-1.18.5/findutils/find.c","func_context","0","0","0","const char *, const struct  stat   *, action_context *","false"
"busybox-1.18.5/findutils/find.c","func_links","0","0","0","const char *, const struct  stat   *, action_links *","false"
"busybox-1.18.5/findutils/find.c","fileAction","2","6","0","const char *, struct  stat   *, void *, int ","true"
"busybox-1.18.5/findutils/find.c","find_type","0","0","0","const char *","false"
"busybox-1.18.5/findutils/find.c","plus_minus_num","0","0","0","const char *","false"
"busybox-1.18.5/findutils/find.c","parse_params","22","78","0","char **","true"
"busybox-1.18.5/findutils/find.c","find_main","4","11","1","int , char **","true"
"busybox-1.18.5/findutils/grep.c","print_line","1","4","0","const char *, int , char ","true"
"busybox-1.18.5/findutils/grep.c","grep_file","1","6","0","FILE *","true"
"busybox-1.18.5/findutils/grep.c","add_grep_list_data","0","0","0","char *, int ","false"
"busybox-1.18.5/findutils/grep.c","add_grep_list_data","0","0","0","char *","false"
"busybox-1.18.5/findutils/grep.c","load_regexes_from_file","1","2","0","llist_t *","true"
"busybox-1.18.5/findutils/grep.c","file_action_grep","0","0","0","const char *, struct  stat   *, void *, int ","false"
"busybox-1.18.5/findutils/grep.c","grep_dir","0","0","0","const char *","false"
"busybox-1.18.5/findutils/grep.c","grep_main","4","11","4","int , char **","true"
"busybox-1.18.5/findutils/xargs.c","xargs_exec","0","0","0","void","false"
"busybox-1.18.5/findutils/xargs.c","store_param","0","0","0","char *","false"
"busybox-1.18.5/findutils/xargs.c","process_stdin","0","0","0","int , int , char *","false"
"busybox-1.18.5/findutils/xargs.c","process_stdin","0","0","0","int , int , char *","false"
"busybox-1.18.5/findutils/xargs.c","process0_stdin","0","0","0","int , int , char *","false"
"busybox-1.18.5/findutils/xargs.c","xargs_ask_confirmation","0","0","0","void","false"
"busybox-1.18.5/findutils/xargs.c","xargs_main","4","8","2","int , char **","true"
"busybox-1.18.5/init/bootchartd.c","dump_file","0","0","0","FILE *, const char *","false"
"busybox-1.18.5/init/bootchartd.c","dump_procs","0","0","0","FILE *, int ","false"
"busybox-1.18.5/init/bootchartd.c","make_tempdir","0","0","0","void","false"
"busybox-1.18.5/init/bootchartd.c","do_logging","0","0","0","unsigned ","false"
"busybox-1.18.5/init/bootchartd.c","finalize","2","0","3","char *, const char *","true"
"busybox-1.18.5/init/bootchartd.c","bootchartd_main","2","2","1","int , char **","true"
"busybox-1.18.5/init/halt.c","write_wtmp","0","0","0","void","false"
"busybox-1.18.5/init/halt.c","halt_main","4","2","3","int , char **","true"
"busybox-1.18.5/init/init.c","message","1","5","0","int , const char *, #VarArgs","true"
"busybox-1.18.5/init/init.c","console_init","1","0","1","void","true"
"busybox-1.18.5/init/init.c","set_sane_term","0","0","0","void","false"
"busybox-1.18.5/init/init.c","open_stdio_to_tty","0","0","0","const char *","false"
"busybox-1.18.5/init/init.c","reset_sighandlers_and_unblock_sigs","0","0","0","void","false"
"busybox-1.18.5/init/init.c","init_exec","2","2","1","const char *","true"
"busybox-1.18.5/init/init.c","run","2","0","4","const struct  init_action   *","true"
"busybox-1.18.5/init/init.c","mark_terminated","1","2","0","pid_t ","true"
"busybox-1.18.5/init/init.c","waitfor","0","0","0","pid_t ","false"
"busybox-1.18.5/init/init.c","run_actions","0","0","0","int ","false"
"busybox-1.18.5/init/init.c","new_init_action","0","0","0","uint8_t , const char *, const char *","false"
"busybox-1.18.5/init/init.c","parse_inittab","3","18","2","void","true"
"busybox-1.18.5/init/init.c","pause_and_low_level_reboot","0","0","0","unsigned ","false"
"busybox-1.18.5/init/init.c","run_shutdown_and_kill_processes","0","0","0","void","false"
"busybox-1.18.5/init/init.c","halt_reboot_pwoff","0","0","0","int ","false"
"busybox-1.18.5/init/init.c","restart_handler","0","0","0","int ","false"
"busybox-1.18.5/init/init.c","stop_handler","0","0","0","int ","false"
"busybox-1.18.5/init/init.c","reload_inittab","3","2","1","void","true"
"busybox-1.18.5/init/init.c","check_delayed_sigs","1","1","0","void","true"
"busybox-1.18.5/init/init.c","init_main","7","8","1","int , char **","true"
"busybox-1.18.5/init/mesg.c","mesg_main","0","0","0","int , char **","false"
"busybox-1.18.5/libbb/ask_confirmation.c","bb_ask_confirmation","0","0","0","void","false"
"busybox-1.18.5/libbb/bb_askpass.c","askpass_timeout","0","0","0","int __attribute__((__unused__)) ","false"
"busybox-1.18.5/libbb/bb_askpass.c","bb_ask_stdin","0","0","0","const char *","false"
"busybox-1.18.5/libbb/bb_askpass.c","bb_ask","0","0","0","const int , int , const char *","false"
"busybox-1.18.5/libbb/bb_basename.c","bb_basename","0","0","0","const char *","false"
"busybox-1.18.5/libbb/bb_bswap_64.c","bb_bswap_64","0","0","0","uint64_t ","false"
"busybox-1.18.5/libbb/bb_do_delay.c","bb_do_delay","0","0","0","int ","false"
"busybox-1.18.5/libbb/bb_pwd.c","xgetpwnam","1","2","0","const char *","true"
"busybox-1.18.5/libbb/bb_pwd.c","xgetgrnam","1","2","0","const char *","true"
"busybox-1.18.5/libbb/bb_pwd.c","xgetpwuid","1","2","0","uid_t ","true"
"busybox-1.18.5/libbb/bb_pwd.c","xgetgrgid","1","2","0","gid_t ","true"
"busybox-1.18.5/libbb/bb_pwd.c","xuid2uname","0","0","0","uid_t ","false"
"busybox-1.18.5/libbb/bb_pwd.c","xgid2group","0","0","0","gid_t ","false"
"busybox-1.18.5/libbb/bb_pwd.c","uid2uname","1","2","0","uid_t ","true"
"busybox-1.18.5/libbb/bb_pwd.c","gid2group","1","2","0","gid_t ","true"
"busybox-1.18.5/libbb/bb_pwd.c","uid2uname_utoa","0","0","0","long ","false"
"busybox-1.18.5/libbb/bb_pwd.c","gid2group_utoa","0","0","0","long ","false"
"busybox-1.18.5/libbb/bb_pwd.c","xuname2uid","0","0","0","const char *","false"
"busybox-1.18.5/libbb/bb_pwd.c","xgroup2gid","0","0","0","const char *","false"
"busybox-1.18.5/libbb/bb_pwd.c","get_ug_id","0","0","0","const char *, long ","false"
"busybox-1.18.5/libbb/bb_qsort.c","bb_pstrcmp","0","0","0","const void *, const void *","false"
"busybox-1.18.5/libbb/bb_qsort.c","qsort_string_vector","0","0","0","char **, unsigned ","false"
"busybox-1.18.5/libbb/bb_strtonum.c","ret_ERANGE","0","0","0","void","false"
"busybox-1.18.5/libbb/bb_strtonum.c","handle_errors","0","0","0","unsigned long long , char **, char *","false"
"busybox-1.18.5/libbb/bb_strtonum.c","bb_strtoull","0","0","0","const char *, char **, int ","false"
"busybox-1.18.5/libbb/bb_strtonum.c","bb_strtoll","0","0","0","const char *, char **, int ","false"
"busybox-1.18.5/libbb/bb_strtonum.c","bb_strtou","0","0","0","const char *, char **, int ","false"
"busybox-1.18.5/libbb/bb_strtonum.c","bb_strtoi","0","0","0","const char *, char **, int ","false"
"busybox-1.18.5/libbb/change_identity.c","change_identity","1","2","1","const struct  passwd   *","true"
"busybox-1.18.5/libbb/chomp.c","chomp","0","0","0","char *","false"
"busybox-1.18.5/libbb/compare_string_array.c","index_in_str_array","0","0","0","const char *const , const char *","false"
"busybox-1.18.5/libbb/compare_string_array.c","index_in_strings","0","0","0","const char *, const char *","false"
"busybox-1.18.5/libbb/compare_string_array.c","index_in_substrings","0","0","0","const char *, const char *","false"
"busybox-1.18.5/libbb/compare_string_array.c","nth_string","0","0","0","const char *, int ","false"
"busybox-1.18.5/libbb/concat_path_file.c","concat_path_file","0","0","0","const char *, const char *","false"
"busybox-1.18.5/libbb/concat_subpath_file.c","concat_subpath_file","0","0","0","const char *, const char *","false"
"busybox-1.18.5/libbb/copy_file.c","ask_and_unlink","2","2","0","const char *, int ","true"
"busybox-1.18.5/libbb/copy_file.c","copy_file","4","2","2","const char *, const char *, int ","true"
"busybox-1.18.5/libbb/copyfd.c","bb_full_fd_action","0","0","0","int , int , off_t ","false"
"busybox-1.18.5/libbb/copyfd.c","bb_copyfd_size","0","0","0","int , int , off_t ","false"
"busybox-1.18.5/libbb/copyfd.c","bb_copyfd_exact_size","0","0","0","int , int , off_t ","false"
"busybox-1.18.5/libbb/copyfd.c","bb_copyfd_eof","0","0","0","int , int ","false"
"busybox-1.18.5/libbb/correct_password.c","correct_password","3","7","0","const struct  passwd   *","true"
"busybox-1.18.5/libbb/crc32.c","crc32_filltable","0","0","0","uint32_t *, int ","false"
"busybox-1.18.5/libbb/crc32.c","crc32_block_endian1","0","0","0","uint32_t , const void *, unsigned , uint32_t *","false"
"busybox-1.18.5/libbb/crc32.c","crc32_block_endian0","0","0","0","uint32_t , const void *, unsigned , uint32_t *","false"
"busybox-1.18.5/libbb/create_icmp6_socket.c","create_icmp6_socket","0","0","0","void","false"
"busybox-1.18.5/libbb/create_icmp_socket.c","create_icmp_socket","0","0","0","void","false"
"busybox-1.18.5/libbb/device_open.c","device_open","0","0","0","const char *, int ","false"
"busybox-1.18.5/libbb/die_if_bad_username.c","void","0","0","0","","false"
"busybox-1.18.5/libbb/die_if_bad_username.c","die_if_bad_username","0","0","0","const char *","false"
"busybox-1.18.5/libbb/dump.c","alloc_dumper","0","0","0","void","false"
"busybox-1.18.5/libbb/dump.c","bb_dump_size","0","0","0","FS *","false"
"busybox-1.18.5/libbb/dump.c","rewrite","0","0","0","priv_dumper_t *, FS *","false"
"busybox-1.18.5/libbb/dump.c","do_skip","0","0","0","priv_dumper_t *, const char *, int ","false"
"busybox-1.18.5/libbb/dump.c","next","0","0","0","priv_dumper_t *","false"
"busybox-1.18.5/libbb/dump.c","get","0","0","0","priv_dumper_t *","false"
"busybox-1.18.5/libbb/dump.c","bpad","0","0","0","PR *","false"
"busybox-1.18.5/libbb/dump.c","conv_c","0","0","0","PR *, unsigned char *","false"
"busybox-1.18.5/libbb/dump.c","conv_u","0","0","0","PR *, unsigned char *","false"
"busybox-1.18.5/libbb/dump.c","display","0","0","0","priv_dumper_t *","false"
"busybox-1.18.5/libbb/dump.c","bb_dump_dump","0","0","0","dumper_t *, char **","false"
"busybox-1.18.5/libbb/dump.c","bb_dump_add","0","0","0","dumper_t *, const char *","false"
"busybox-1.18.5/libbb/execable.c","execable_file","0","0","0","const char *","false"
"busybox-1.18.5/libbb/execable.c","find_execable","0","0","0","const char *, char **","false"
"busybox-1.18.5/libbb/execable.c","exists_execable","0","0","0","const char *","false"
"busybox-1.18.5/libbb/execable.c","bb_execvp","0","0","0","const char *, char *const ","false"
"busybox-1.18.5/libbb/execable.c","BB_EXECVP_or_die","1","2","0","char **","true"
"busybox-1.18.5/libbb/fclose_nonstdin.c","fclose_if_not_stdin","0","0","0","FILE *","false"
"busybox-1.18.5/libbb/fflush_stdout_and_exit.c","fflush_stdout_and_exit","1","0","1","int ","true"
"busybox-1.18.5/libbb/fgets_str.c","xmalloc_fgets_internal","0","0","0","FILE *, const char *, int , size_t *","false"
"busybox-1.18.5/libbb/fgets_str.c","xmalloc_fgets_str","0","0","0","FILE *, const char *","false"
"busybox-1.18.5/libbb/fgets_str.c","xmalloc_fgets_str_len","0","0","0","FILE *, const char *, size_t *","false"
"busybox-1.18.5/libbb/fgets_str.c","xmalloc_fgetline_str","0","0","0","FILE *, const char *","false"
"busybox-1.18.5/libbb/find_mount_point.c","find_mount_point","1","2","0","const char *, int ","true"
"busybox-1.18.5/libbb/find_pid_by_name.c","comm_match","0","0","0","procps_status_t *, const char *","false"
"busybox-1.18.5/libbb/find_pid_by_name.c","find_pid_by_name","0","0","0","const char *","false"
"busybox-1.18.5/libbb/find_pid_by_name.c","pidlist_reverse","0","0","0","pid_t *","false"
"busybox-1.18.5/libbb/find_root_device.c","find_block_device_in_dir","0","0","0","struct  arena   *","false"
"busybox-1.18.5/libbb/find_root_device.c","find_block_device","0","0","0","const char *","false"
"busybox-1.18.5/libbb/full_write.c","full_write","0","0","0","int , const void *, size_t ","false"
"busybox-1.18.5/libbb/get_console.c","open_a_console","0","0","0","const char *","false"
"busybox-1.18.5/libbb/get_console.c","get_console_fd_or_die","1","2","0","void","true"
"busybox-1.18.5/libbb/get_console.c","console_make_active","1","4","0","int , const int ","true"
"busybox-1.18.5/libbb/get_cpu_count.c","starts_with_cpu","0","0","0","const char *","false"
"busybox-1.18.5/libbb/get_cpu_count.c","get_cpu_count","0","0","0","void","false"
